12001,"来能说。	2017/12/2 9:24","柠檬树。	2017/12/2 9:24","给我唱一首。	2017/12/2 9:25"
13716,"我要听群星。	2017/10/26 17:16","我要听远走高飞。	2017/10/26 17:16","我想听说散就散。	2017/10/26 17:34"
13717,"小白小白，唱一首。	2017/11/6 7:45","小笨放一首。	2017/11/6 7:46","唱一首动感一点的歌。	2017/11/7 21:12"
13718,"这个字。	2017/11/17 17:54","苍天呐。	2017/11/17 17:54","唱一首儿歌。	2017/11/17 17:54"
13719,"我要听新乐府的歌。	2017/11/29 17:24","我要听辛欣的星星乐多歌。	2017/11/29 17:24","那就听曹越的歌吗？	2017/11/29 17:25"
13720,"我也好开心认识你小笨。	2017/12/26 9:54","我头不晕。	2017/12/26 9:54","看你还看看看。	2017/12/26 9:54"
13721,"这回才知道。	2017/11/25 21:34","讲成语故事。	2017/11/25 21:35","处女座是什么时候啊。	2017/11/25 21:43"
13722,"聊聊天。	2017/10/26 11:32","你几岁啦。	2017/10/26 11:32","你有爸爸妈妈吗？	2017/10/26 11:32"
13723,"尛依依。	2017/11/29 13:29","割手卓依婷。	2017/11/29 13:29","割手蔡依林。	2017/11/29 13:33"
13724,"我想好了，能力，大二的邻居在北京京西北玄平坡下台。	2017/10/26 17:05","世外高人。	2017/10/26 17:05","dido的心动。	2017/10/26 17:06"
13725,"无声的雨。	2017/10/26 11:06","音量加大。	2017/10/26 11:07","西海情歌。	2017/11/29 9:52"
13726,"把酒倒满。	2017/10/26 20:44","而听把酒倒满。	2017/10/26 20:44","听把酒倒满。	2017/10/26 20:45"
13727,"去北京。	2017/11/29 16:27","说真的好使。	2017/11/29 16:28","那英的歌。	2017/11/29 17:16"
13728,"路上。	2017/11/29 18:54","莞林。	2017/11/29 18:54","音量音乐。	2017/11/29 19:23"
13729,"帮我放一首老歌dj	2017/10/26 19:22","怀旧经典	2017/10/26 19:22","帮我放一首经典	2017/10/26 19:22"
13730,"爸爸的名字叫正常嘛。	2017/12/27 8:22","爸爸的名字叫正常么。	2017/12/27 8:22","我不听这一个。	2017/12/27 8:23"
13731,"可以跟他聊天。	2017/12/2 9:05","全智能的智能机器人，现在这款。	2017/12/2 9:05","欢迎光临。	2017/12/2 9:05"
13732,"头大它。	2017/12/26 14:48","我叫什么名字啊。	2017/12/26 14:48","你我年龄是多大呀。	2017/12/26 14:48"
13733,"给我来一拨刀郎的歌。	2017/11/29 16:30","给我来一首云朵的歌。	2017/11/29 16:36","给我来云朵的歌。	2017/11/29 16:39"
13734,"萤火虫。	2017/11/24 18:47","下班我要听。	2017/11/25 8:51","我要听白龙马。	2017/11/25 8:52"
13735,"唱一首。	2017/12/16 10:02","唱一首小蝌蚪。	2017/12/16 10:02","小苹果。	2017/12/16 14:23"
13736,"边唱歌边跳舞。	2017/11/1 13:56","跳个舞吧。	2017/11/1 13:56","你会跳小苹果吗？	2017/11/1 13:56"
13737,"你好小云。	2017/11/29 18:29","hello你好小云。	2017/11/29 18:29","给我唱一段，两组久别重逢。	2017/11/29 18:31"
13738,"给我闭嘴。	2017/11/29 17:46","哈哈哈哈哈。	2017/11/29 17:46","成都歌放一首成都。	2017/11/29 17:46"
13739,"安阳高铁站。	2017/11/29 11:57","我要听偏偏喜欢你。	2017/11/29 13:05","我要听偏偏喜欢你。	2017/11/29 15:46"
13740,"可惜不是你。	2017/11/10 20:02","我想听可惜不是你。	2017/11/10 20:02","隐形的翅膀。	2017/11/10 20:40"
13741,"这玩意儿不贴事儿。	2017/11/24 19:30","可怜的，热后又一直老实热。	2017/11/24 19:31","凯勒的春晓。	2017/11/24 19:31"
13742,"嗯爱你没商量。	2017/11/14 22:09","唱个流星花园。	2017/11/14 22:09","爱要怎么说出口？	2017/11/14 22:12"
13743,"我爷爷的妈妈是谁。	2017/11/18 14:02","小小笨我跟我妈妈也一样我也是五岁。	2017/11/18 14:02","怎么拼写，apple？	2017/11/18 14:02"
13744,"哥哥的名字叫。	2017/12/21 12:58","问爸爸妈妈呀。	2017/12/21 12:58","不好，不想听音乐。	2017/12/21 12:58"
13745,"夜莺。	2017/10/26 13:19","亲一下。	2017/10/26 13:20","静夜思。	2017/10/26 13:21"
13746,"播放车继铃的歌曲。	2017/11/29 17:10","播放别让我一个人醉。	2017/11/29 17:15","刘德华的来生缘。	2017/11/29 17:25"
13747,"你陪我玩吧。	2017/12/26 12:24","你会模仿熊大熊二的声音吗？	2017/12/26 12:24","卖个萌吧。	2017/12/26 12:24"
13748,"关闭导航。	2017/11/29 11:09","哦，行车记录，调调情前后双录。	2017/11/29 11:10","给我播放回放，不是行车记录仪。	2017/11/29 11:13"
13749,"我叫李一诺。	2017/12/21 21:31","你给我。	2017/12/21 21:31","听一首儿歌。	2017/12/21 21:31"
13750,"点一首女人花。	2017/10/26 17:43","点一首女人花。	2017/10/26 18:10","老婆你辛苦了。	2017/10/26 18:23"
13751,"AM。	2017/10/26 4:36","我惹你的人呢？	2017/10/26 4:40","那真是伤不起啊。	2017/10/26 4:40"
13752,"跳个舞。	2017/11/13 19:08","我喜欢你。	2017/11/14 17:52","小乖乖狗五。	2017/11/14 18:32"
13753,"你选的教育更气，短期还并不影响到美联储的决策，啊我没看到。	2017/11/29 7:58","京东上90%以上的一个水平，再加上近期经济数据都非常的好，岁数大概率，啥日子，肯定会降。	2017/11/29 7:58","神奇在哪里人，在对明年的假期的节奏，近期还是非常大的啊，其实目前市场觉得明年上半年美联储加息的一个概率是。	2017/11/29 7:58"
13754,"早上好怎么说	2017/10/26 16:47","一说	2017/10/26 16:47","我挺你	2017/10/26 16:48"
13755,"我要听苗族歌曲。	2017/11/29 12:47","现在不放瞄准歌曲。	2017/11/29 12:47","播放苗族歌曲。	2017/11/29 12:48"
13756,"唱首大壮的。	2017/12/10 18:26","西海情歌。	2017/12/10 18:27","唱歌。	2017/12/10 18:29"
13757,"你是哪里的。	2017/12/20 21:49","啊。	2017/12/20 21:49","how are you。	2017/12/20 21:50"
13758,"我不认识你	2017/10/26 19:54","在哪里	2017/10/26 19:54","我们在哪里认识一下	2017/10/26 19:55"
13759,"数鸭歌。	2017/12/14 21:44","数鸭歌。	2017/12/14 21:45","数鸭歌。	2017/12/15 7:16"
13760,"查。	2017/11/29 18:45","唱一首生日快乐歌。	2017/11/29 18:48","唱一首生日快乐歌。	2017/11/29 18:54"
13761,"哦吼吼吼吼吼。	2017/11/29 17:18","到滨湖。	2017/11/29 17:25","我的好兄弟。	2017/11/29 17:38"
13762,"跟着我的手走。	2017/11/20 21:43","给我放首。	2017/11/20 21:43","放一个圣诞老人的歌。	2017/11/20 21:50"
13763,"向前进向左走。	2017/11/21 9:07","向左走。	2017/11/21 9:07","我一直很想你呀。	2017/11/21 9:07"
13764,"死了，你好。	2017/11/29 20:21","去近南湾。	2017/11/29 20:22","歌曲kyoto他吗？	2017/11/29 20:23"
13765,"讲故事大王吗？	2017/12/16 9:32","给我唱首歌。	2017/12/16 20:27","给我唱首螃蟹的歌。	2017/12/16 21:46"
13766,"说诗。	2017/11/19 9:48","我说过。	2017/11/19 9:48","我要听儿歌。	2017/11/19 9:48"
13767,"不知道是要干嘛呀。	2017/12/21 3:43","一直跑一直跑。	2017/12/21 3:43","然后说我很好。	2017/12/21 3:44"
13768,"儿歌。	2017/12/23 20:59","你叫什么呀。	2017/12/23 20:59","我要听儿歌。	2017/12/23 21:00"
13769,"跟她说，捡起来放好放哪。	2017/12/27 17:52","上厕所。	2017/12/27 17:52","唱支歌。	2017/12/28 14:38"
13770,"你好小瑞。	2017/10/26 19:14","我要听百家姓。	2017/10/26 19:14","五星红旗。	2017/10/26 19:18"
13771,"一笑倾城。	2017/11/29 20:15","年轮。	2017/11/29 20:16","周杰伦。	2017/11/29 20:19"
13772,"张学友的歌曲。	2017/10/26 9:59","凡语。	2017/10/26 14:13","既然给李炜。	2017/10/26 14:13"
13773,"光大银杭。	2017/10/26 7:38","打开实时路况。	2017/10/26 7:42","打开电子眼。	2017/10/26 7:43"
13774,"妈妈叫什么名字。	2017/12/25 7:23","哈哈俺的狼眼。	2017/12/25 7:23","那唱首歌吧。	2017/12/25 7:24"
13775,"放首歌播放一首儿歌。	2017/12/7 10:30","自由飞翔，那个灯泡亮了吧。	2017/12/20 15:52","放一首儿歌。	2017/12/23 10:45"
13776,"我要听老狼。	2017/11/29 11:57","你好要听老狼的同桌的你。	2017/11/29 11:58","我要听黄家驹的再见理想。	2017/11/29 16:51"
13777,"读的第十集。	2017/12/12 21:12","西游记第十集。	2017/12/12 21:13","西游记。	2017/12/12 21:16"
13778,"你帮我调出来。	2017/10/26 8:13","你叫什么名字。	2017/10/26 8:13","请帮我把音乐调节调出来好吗？	2017/10/26 8:13"
13779,"听首音乐。	2017/11/4 18:57","下班你可以给我唱一首儿歌吗？	2017/11/4 18:57","小白你可以换一首歌吗？	2017/11/4 18:58"
13780,"唱歌大话西游	2017/10/26 15:56","唱歌，喝一壶老酒	2017/10/26 16:10","唱歌，喝一壶老酒	2017/10/26 16:10"
13781,"唱老婆最大	2017/11/29 12:56","老婆最大	2017/11/29 19:27","唱小苹果	2017/11/29 20:11"
13782,"唱一个唐猫猫。	2017/12/29 11:59","然后找。	2017/12/30 8:52","放个叶月的讲故事。	2017/12/30 8:52"
13783,"比较好看，歌唱二小放牛郎。	2017/11/5 7:59","你好小妹。	2017/11/5 8:00","歌唱二小放牛郎。	2017/11/5 8:00"
13784,"AM。	2017/11/29 7:41","韩红演唱的天路。	2017/11/29 7:41","荷塘月色。	2017/11/29 16:14"
13785,"你去可以去看哈，漂亮，特别是那个他打到的那个旅游景点，做得特别好，之前将搞这些都保管的，现在新来的那个区长，慢慢来打造了一个很原来的话，乱七八糟的，心中有一个桃花源，就在酉阳人的诊治吧。	2017/10/26 17:31","萌萌。	2017/10/26 17:31","还你上次来的时候我刚好考完科二升，你看你这都好多年没来了，我考驾照考了四年了你就四年没来了，妈呀。	2017/10/26 17:31"
13786,"奶奶的弟弟是谁。	2017/11/21 16:53","123456。	2017/11/21 16:53","放首儿歌。	2017/11/21 16:58"
13787,"我要听三生三世十里桃花的歌。	2017/12/23 21:54","我要听。	2017/12/23 21:54","我要听三生三世。	2017/12/23 21:55"
13788,"打开导航。	2017/11/29 13:58","关闭导航。	2017/11/29 15:22","本地音乐。	2017/11/29 15:23"
13789,"你用睡觉吗？	2017/12/22 19:07","你知道王大圣是谁吗？	2017/12/22 19:07","王大婶是你主人你知道吗？	2017/12/22 19:07"
13790,"我想听小燕子。	2017/12/27 7:31","故事。	2017/12/27 7:32","我想听狼和呢？	2017/12/27 7:35"
13791,"换一首，给我们。	2017/12/30 10:24","唱一首父亲。	2017/12/30 10:25","唱一首父亲。	2017/12/30 10:31"
13792,"与度母心咒。	2017/10/26 12:08","度母心咒。	2017/10/26 12:13","一心顶礼观世音。	2017/11/29 16:44"
13793,"讲个笑话。	2017/10/26 20:47","咖咖。	2017/10/26 20:48","姚莉。	2017/10/26 20:48"
13794,"给我唱首歌爱你一万年。	2017/12/24 13:19","老乡啊。	2017/12/24 13:20","给我唱首歌。	2017/12/24 13:23"
13795,"沈阳市的天气	2017/10/26 16:53","沈阳市的天气	2017/10/26 16:53","哎，小爱小兔子乖乖。	2017/10/26 16:54"
13796,"老师。	2017/12/10 7:13","今天在吗？	2017/12/10 7:13","天哥不上你的当。	2017/12/10 7:47"
13797,"起床。	2017/12/10 13:03","明天六点起床，定好闹钟。	2017/12/10 13:03","唱一首。	2017/12/10 13:06"
13798,"打开收音机。	2017/11/29 11:07","开启音乐。	2017/11/29 16:59","花桥流水。	2017/11/29 19:40"
13799,"任晴。	2017/11/29 13:56","张波。	2017/11/29 13:56","Joey。	2017/11/29 13:56"
13800,"读金的歌。	2017/12/26 17:36","听的歌。	2017/12/26 17:38","小草。	2017/12/27 7:02"
13801,"我要听一零一点三音乐调频。	2017/10/26 7:20","唱首儿歌吧。	2017/10/26 7:21","我要听歌。	2017/10/26 7:22"
13802,"紫阳。	2017/11/29 19:12","退出导航。	2017/11/29 19:13","悟空。	2017/11/29 19:13"
13803,"平和金马汽修厂。	2017/11/29 12:31","下载地址。	2017/11/29 14:19","车载dj。	2017/11/29 14:19"
13804,"在哪。	2017/12/6 20:34","爸爸。	2017/12/6 20:34","爸爸你在哪里。	2017/12/13 8:36"
13805,"给我听小鸡小鸡。	2017/11/6 11:03","给我听甩葱歌。	2017/11/6 11:07","小红帽。	2017/11/6 11:09"
13806,"你在逗我吗？	2017/12/21 19:42","穿狼。	2017/12/21 19:42","一只哈巴狗。	2017/12/21 19:42"
13807,"操你妈了个逼的你妈老骚。	2017/11/29 16:49","去你妈老逼。	2017/11/29 16:49","播放一下。	2017/11/29 16:49"
13808,"白眉大侠。	2017/10/26 16:47","我要看电视，西游降魔篇。	2017/10/26 16:54","我想听周杰伦的歌曲。	2017/10/26 18:50"
13809,"你累不累。	2017/11/9 15:30","你累不累。	2017/11/9 15:31","给我唱一首感恩的心。	2017/11/9 15:32"
13810,"你说他没听清。	2017/11/4 19:30","古诗。	2017/11/4 19:30","那谁请你吃吧。	2017/11/4 19:30"
13811,"大地我要听老狼的歌。	2017/11/29 15:16","我要听老狼的歌	2017/11/29 15:16","我要听老狼的歌	2017/11/29 15:25"
13812,"酷狗音乐。	2017/10/26 18:27","今天天气怎么样？	2017/10/26 18:27","田媛媛在哪里。	2017/10/26 18:27"
13813,"戆女孩。	2017/10/26 18:53","帮我联网。	2017/10/26 18:53","撞死你来。	2017/10/26 18:54"
13814,"我们我要听我们不一样	2017/10/26 8:57","我要是到上海天气预报	2017/10/26 9:01","我要听中国红	2017/10/26 9:06"
13815,"腾讯视频。	2017/10/26 12:09","就沉默。	2017/10/26 12:09","熊出没。	2017/10/26 12:09"
13816,"唱首阴天吧。	2017/12/17 12:08","唱首阴天吧。	2017/12/17 12:08","唱首歌吧。	2017/12/17 14:23"
13817,"说。	2017/11/29 17:40","关闭音乐。	2017/11/29 17:40","我要听追梦者。	2017/11/29 18:05"
13818,"舒湘。	2017/10/26 10:05","娜。	2017/10/26 10:05","让他们给你说，路口，究竟包裹在哪里戒指。	2017/10/26 11:18"
13819,"超级飞侠。	2017/12/24 8:21","超级飞侠歌。	2017/12/24 8:22","听你的歌。	2017/12/24 8:25"
13820,"跳个舞。	2017/11/27 11:46","唱一个佳佳游的歌。	2017/11/27 12:50","一边唱歌一边跳舞。	2017/11/27 12:55"
13821,"唱首儿歌。	2017/12/27 15:21","日语怎么说？	2017/12/27 15:22","苹果apple。	2017/12/27 15:22"
13822,"你好，痔疮吃，打炮去。	2017/10/26 21:44","咖咖。	2017/10/26 21:44","有没有万能钥匙。	2017/10/26 22:04"
13823,"播放黎亚的山丘。	2017/10/26 16:11","给我放李雅的山丘。	2017/10/26 16:12","放流行乐。	2017/10/26 16:25"
13824,"今天天气	2017/11/29 15:54","人家100000000000000001111111。	2017/11/29 15:56","我要听咖喱咖喱。	2017/11/29 15:57"
13825,"起床歌。	2017/10/26 7:11","西游记。	2017/11/29 20:26","西游记故事的29级。	2017/11/29 20:29"
13826,"我妈妈叫施金凤。	2017/12/15 20:14","我爸爸是谁。	2017/12/15 20:14","我的名字是谁。	2017/12/15 20:14"
13827,"你好小瑞。	2017/11/29 9:14","给他打电话。	2017/11/29 9:14","给他打电话。	2017/11/29 9:15"
13828,"最初的。	2017/10/26 18:02","退出导航。	2017/10/26 18:02","魏三。	2017/11/29 13:09"
13829,"我要找亮。	2017/12/23 19:12","我要绑的设备播播一下数字。	2017/12/23 19:13","呵呵，喜欢就是你能和我玩吗？	2017/12/23 21:51"
13830,"放一首我们在一起。	2017/10/26 14:15","放一首我们不一样。	2017/10/26 22:53","放一首喝醉了头。	2017/11/29 13:52"
13831,"请播放你牛什么牛。	2017/10/26 9:11","播放如果爱能早点说出来。	2017/10/26 16:09","放爸爸妈妈听我说。	2017/10/26 16:21"
13832,"听薛之谦的歌。	2017/10/26 9:42","听陈奕迅的歌。	2017/10/26 9:51","听陈奕迅。	2017/10/26 10:31"
13833,"我是妈妈的乖宝宝。	2017/11/18 11:46","什么。	2017/11/18 11:46","唱一首。	2017/11/18 11:47"
13834,"讲一个笑话。	2017/10/26 16:33","再讲个笑话？	2017/10/26 16:33","再来个笑话。	2017/10/26 16:33"
13835,"北京的天气，北京的天气怎么样？	2017/12/28 18:33","明天天气怎么样？	2017/12/28 18:33","给我唱一首小提琴曲吧。	2017/12/28 18:34"
13836,"结束本次导航。	2017/10/26 17:58","请导航北口站。	2017/10/26 17:58","Jay Jay。	2017/10/26 17:59"
13837,"大别山。	2017/11/18 12:00","大别山。	2017/11/18 12:01","再见了大别山。	2017/11/18 12:02"
13838,"你们两个一起玩。	2017/11/29 13:35","嘿嘿。	2017/11/29 13:35","请给我唱首歌儿歌。	2017/11/29 13:37"
13839,"我要给你改个名字。	2017/10/26 15:18","王和绅。	2017/10/26 15:18","我要给你改个名字。	2017/10/26 15:18"
13840,"高速。	2017/11/29 19:57","宇桐非。	2017/11/29 19:57","那不是爱。	2017/11/29 19:58"
13841,"那就好。	2017/10/26 9:15","给我讲个笑话呗。	2017/10/26 9:15","这个笑话吗，我再讲的好听一点，旁边两个朋友在一起聊天，是那个，现在一些小技巧，他是不是老早就不是了呢，就不应该要他那想你呀，水性杨花，跟好多人都有都有都有个观念，跟我玩游戏，那他现在是我老婆呢，老婆呢？	2017/10/26 9:16"
13842,"朋友谭咏麟。	2017/10/26 19:51","祈祷王杰王韵婵。	2017/10/26 19:52","女儿情吴静。	2017/10/26 19:53"
13843,"唱一首逆流成河。	2017/11/2 8:11","唱逆流成河。	2017/11/2 8:11","擦，逆流成河。	2017/11/2 8:12"
13844,"在干什么呢？	2017/11/29 15:17","人家想你了。	2017/11/29 15:17","我想你了，我就是想你了。	2017/11/29 15:17"
13845,"听了。	2017/12/24 18:44","芭比公主。	2017/12/24 18:46","英文儿歌。	2017/12/24 18:47"
13846,"想你想到心里头。	2017/11/29 9:24","把你想到心里头。	2017/11/29 9:24","陪你一起走。	2017/11/29 9:27"
13847,"北京的天气。	2017/12/10 0:50","马云是谁。	2017/12/10 0:50","放一首张学友的歌。	2017/12/10 0:51"
13848,"好吃的火锅。	2017/12/28 21:37","网络断开了。	2017/12/28 21:38","我要听。	2017/12/28 21:38"
13849,"该杀无君。	2017/10/26 20:08","干啥吴峙轩。	2017/10/26 20:09","夏天。	2017/10/26 20:09"
13850,"时间都去哪儿。	2017/10/26 17:11","罗志祥的劝爱。	2017/10/26 17:12","刚好遇见你。	2017/10/26 17:16"
13851,"播放音乐。	2017/10/26 7:50","放音乐。	2017/10/26 9:25","请放音乐。	2017/10/26 15:50"
13852,"你在哪里呀。	2017/10/26 20:21","嗯，你是谁啊。	2017/10/26 20:21","我聪明还是你聪明。	2017/10/26 20:21"
13853,"被爱。	2017/10/26 20:21","失算。	2017/10/26 20:22","远走。	2017/10/26 20:22"
13854,"你唱首儿歌给我听吧。	2017/12/23 15:01","换一首那首歌不好听。	2017/12/23 15:01","你唱首好的干嘛。	2017/12/23 15:02"
